iter	Passed	Remaining
415	1263	1774
416	1265	1769
417	1268	1765
418	1270	1761
419	1272	1757
420	1275	1754
421	1279	1752
422	1282	1750
423	1286	1748
424	1288	1743
425	1291	1739
426	1293	1735
427	1296	1732
428	1299	1729
429	1302	1726
430	1305	1723
431	1309	1721
432	1312	1719
433	1315	1716
434	1319	1713
435	1323	1711
436	1327	1710
437	1329	1705
438	1331	1701
439	1334	1698
440	1336	1694
441	1338	1690
442	1342	1688
443	1344	1683
444	1346	1679
445	1348	1675
446	1350	1671
447	1352	1667
448	1354	1662
449	1357	1659
450	1359	1655
451	1361	1651
452	1365	1648
453	1368	1645
454	1372	1643
455	1375	1641
456	1378	1638
457	1381	1635
458	1385	1632
459	1390	1632
460	1392	1628
461	1395	1625
462	1398	1621
463	1400	1618
464	1405	1616
465	1407	1613
466	1410	1610
467	1413	1607
468	1417	1604
469	1421	1603
470	1423	1599
471	1427	1596
472	1429	1592
473	1432	1589
474	1433	1584
475	1437	1582
476	1440	1579
477	1443	1575
478	1446	1573
479	1448	1569
480	1449	1564
481	1453	1562
482	1456	1558
483	1457	1554
484	1461	1551
485	1462	1546
486	1464	1542
487	1468	1541
488	1472	1538
489	1475	1535
490	1477	1532
491	1480	1529
492	1484	1527
493	1488	1524
494	1491	1521
495	1494	1518
496	1497	1515
497	1498	1510
498	1502	1508
499	1504	1504
500	1507	1501
501	1508	1496
502	1511	1493
503	1514	1490
504	1517	1487
505	1519	1483
506	1521	1479
507	1524	1476
508	1525	1471
509	1528	1468
510	1531	1465
511	1534	1462
512	1536	1458
513	1539	1455
514	1541	1451
515	1544	1448
516	1546	1444
517	1549	1441
518	1552	1438
519	1554	1434
520	1556	1430
521	1558	1426
522	1559	1422
523	1563	1419
524	1566	1416
525	1568	1413
526	1571	1410
527	1573	1406
528	1575	1403
529	1578	1399
530	1582	1397
531	1586	1395
532	1589	1392
533	1591	1389
534	1595	1386
535	1598	1383
536	1600	1380
537	1601	1375
538	1603	1371
539	1605	1367
540	1608	1364
541	1611	1361
542	1613	1358
543	1616	1354
544	1618	1350
545	1620	1347
546	1621	1342
547	1623	1338
548	1624	1334
549	1625	1330
550	1628	1326
551	1630	1323
552	1632	1319
553	1634	1315
554	1636	1312
555	1638	1308
556	1641	1305
557	1644	1302
558	1646	1299
559	1649	1295
560	1650	1291
561	1652	1287
562	1655	1284
563	1658	1282
564	1661	1279
565	1664	1276
566	1667	1273
567	1669	1269
568	1671	1266
569	1673	1262
570	1676	1259
571	1678	1256
572	1681	1252
573	1683	1249
574	1684	1245
575	1686	1241
576	1689	1238
577	1693	1236
578	1696	1233
579	1699	1231
580	1702	1227
581	1707	1226
582	1711	1223
583	1713	1220
584	1716	1217
585	1720	1215
586	1724	1213
587	1728	1211
588	1732	1208
589	1735	1206
590	1739	1204
591	1743	1201
592	1746	1198
593	1749	1195
594	1753	1193
595	1757	1191
596	1761	1188
597	1764	1186
598	1768	1184
599	1772	1181
600	1774	1178
601	1778	1175
602	1779	1171
603	1782	1168
604	1785	1166
605	1790	1163
606	1793	1161
607	1795	1157
608	1800	1155
609	1805	1154
610	1809	1152
611	1813	1149
612	1816	1146
613	1822	1145
614	1827	1144
615	1832	1142
616	1834	1138
617	1837	1135
618	1840	1133
619	1842	1129
620	1844	1125
621	1845	1121
622	1848	1118
623	1851	1115
624	1855	1113
625	1859	1111
626	1863	1108
627	1867	1106
628	1870	1103
629	1873	1100
630	1876	1097
631	1879	1094
632	1882	1091
633	1885	1088
634	1888	1085
635	1891	1082
636	1893	1078
637	1894	1075
638	1896	1071
639	1900	1069
640	1905	1067
641	1908	1064
642	1911	1061
643	1915	1058
644	1919	1056
645	1921	1052
646	1923	1049
647	1927	1047
648	1929	1043
649	1933	1040
650	1935	1037
651	1938	1034
652	1941	1031
653	1945	1029
654	1947	1025
655	1950	1022
656	1953	1019
657	1955	1016
658	1957	1012
659	1959	1009
660	1961	1005
661	1963	1002
662	1966	999
663	1969	996
664	1971	992
665	1973	989
666	1975	986
667	1978	983
668	1982	980
669	1985	977
670	1989	975
671	1992	972
672	1996	970
673	1999	967
674	2002	964
675	2006	961
676	2007	957
677	2010	954
678	2013	952
679	2017	949
680	2021	946
681	2023	943
682	2027	940
683	2030	938
684	2033	935
685	2036	932
686	2038	928
687	2041	925
688	2042	921
689	2046	919
690	2049	916
691	2050	912
692	2052	909
693	2055	906
694	2056	902
695	2060	899
696	2063	896
697	2064	893
698	2066	890
699	2068	886
700	2072	883
701	2073	880
702	2077	877
703	2078	873
704	2080	870
705	2083	867
706	2087	864
707	2090	861
708	2091	858
709	2095	855
710	2098	852
711	2101	849
712	2104	847
713	2108	844
714	2111	841
715	2114	838
716	2118	836
717	2121	833
718	2126	830
719	2129	828
720	2133	825
721	2135	822
722	2137	818
723	2140	815
724	2143	812
725	2146	810
726	2149	807
727	2151	803
728	2153	800
729	2159	798
730	2162	795
731	2166	793
732	2170	790
733	2174	788
734	2177	785
735	2180	782
736	2183	779
737	2186	776
738	2188	773
739	2191	770
740	2196	767
741	2200	764
742	2202	761
743	2206	759
744	2209	756
745	2212	753
746	2215	750
747	2217	747
748	2220	744
749	2223	741
750	2226	738
751	2230	735
752	2232	732
753	2233	728
754	2238	726
755	2241	723
756	2245	720
757	2247	717
758	2250	714
759	2254	711
760	2257	708
761	2260	706
762	2263	703
763	2265	699
764	2269	697
765	2272	694
766	2276	691
767	2278	688
768	2281	685
769	2284	682
770	2287	679
771	2291	676
772	2294	673
773	2297	670
774	2302	668
775	2304	665
776	2306	661
777	2309	658
778	2312	656
779	2314	652
780	2318	650
781	2320	646
782	2322	643
783	2325	640
784	2328	637
785	2330	634
786	2334	631
787	2337	628
788	2340	625
789	2343	622
790	2346	620
791	2350	617
792	2354	614
793	2357	611
794	2360	608
795	2363	605
796	2367	602
797	2370	600
798	2372	596
799	2375	593
800	2378	590
801	2380	587
802	2384	584
803	2388	582
804	2390	579
805	2394	576
806	2398	573
807	2401	570
808	2404	567
809	2408	564
810	2411	562
811	2413	558
812	2414	555
813	2418	552
814	2421	549
815	2424	546
816	2426	543
817	2428	540
818	2432	537
819	2435	534
820	2437	531
821	2441	528
822	2443	525
823	2447	522
824	2451	520
825	2454	517
826	2456	513
827	2459	511
828	2464	508
829	2467	505
830	2471	502
831	2474	499
832	2475	496
833	2479	493
834	2482	490
835	2485	487
836	2488	484
837	2491	481
838	2494	478
839	2498	475
840	2500	472
841	2503	469
842	2505	466
843	2507	463
844	2511	460
845	2516	458
846	2519	455
847	2523	452
848	2527	449
849	2531	446
850	2532	443
851	2535	440
852	2538	437
853	2541	434
854	2545	431
855	2549	428
856	2552	425
857	2555	423
858	2560	420
859	2563	417
860	2565	414
861	2568	411
862	2571	408
863	2575	405
864	2577	402
865	2580	399
866	2583	396
867	2586	393
868	2589	390
869	2591	387
870	2594	384
871	2597	381
872	2600	378
873	2603	375
874	2605	372
875	2609	369
876	2612	366
877	2616	363
878	2619	360
879	2621	357
880	2624	354
881	2627	351
882	2629	348
883	2632	345
884	2634	342
885	2638	339
886	2640	336
887	2642	333
888	2645	330
889	2647	327
890	2650	324
891	2652	321
892	2657	318
893	2660	315
894	2662	312
895	2666	309
896	2668	306
897	2672	303
898	2675	300
899	2678	297
900	2682	294
901	2687	291
902	2689	288
903	2692	285
904	2695	282
905	2697	279
906	2700	276
907	2703	273
908	2705	270
909	2707	267
910	2710	264
911	2712	261
912	2715	258
913	2717	255
914	2720	252
915	2723	249
916	2725	246
917	2727	243
918	2729	240
919	2732	237
920	2737	234
921	2738	231
922	2740	228
923	2743	225
924	2745	222
925	2747	219
926	2752	216
927	2756	213
928	2758	210
929	2761	207
930	2763	204
931	2766	201
932	2769	198
933	2773	195
934	2777	193
935	2779	190
936	2783	187
937	2786	184
938	2789	181
939	2791	178
940	2794	175
941	2796	172
942	2799	169
943	2802	166
944	2805	163
945	2808	160
946	2810	157
947	2813	154
948	2817	151
949	2820	148
950	2822	145
951	2824	142
952	2826	139
953	2829	136
954	2832	133
955	2836	130
956	2838	127
957	2840	124
958	2842	121
959	2845	118
960	2849	115
961	2851	112
962	2854	109
963	2855	106
964	2857	103
965	2860	100
966	2863	97
967	2866	94
968	2869	91
969	2871	88
970	2873	85
971	2875	82
972	2877	79
973	2881	76
974	2883	73
975	2885	70
976	2887	67
977	2889	64
978	2891	62
979	2895	59
980	2898	56
981	2902	53
982	2905	50
983	2907	47
984	2910	44
985	2914	41
986	2917	38
987	2919	35
988	2921	32
989	2924	29
990	2928	26
991	2931	23
992	2933	20
993	2936	17
994	2938	14
995	2941	11
996	2945	8
997	2948	5
998	2950	2
999	2952	0
